,Page,Texte
99,76,"76
se demanda si ce n’etait pas peut-etre le contraire qui etait
vrai  :   pense   condition,   je   conditionne.   Je   ne
serait donc qu’une synthese creee par la pensee meme. Au
fond, Kant voulait demontrer qu’en partant du sujet le sujet
ne pouvait etre demontre, et l’objet non plus. La possibilite
d’une existence apparente du sujet universel, donc de
l’ ame , ne paraissait pas lui avoir toujours ete etrangere,
cette pensee qui, comme philosophie des Vedanta, a deja eu
sur la terre une puissance formidable.
55.
Il y a une grande echelle de cruaute religieuse, beaucoup
d’echelons, mais trois de ces echelons sont les plus
importants. Autrefois, on sacrifiait a son dieu des hommes,
peut-etre justement ceux que l’on aimait le plus. Il en fut
ainsi des offrandes des premices, dans toutes les religions
prehistoriques, et aussi des sacrifices de l’empereur Tibere
dans 
la 
grotte 
de 
Mithra 
de 
l’ile 
Capree, 
le 
plus
epouvantable de tous les anachronismes romains. Plus tard,
durant l’epoque morale de l’humanite, on sacrifiait a son
dieu ses instincts les plus violents, on lui sacrifiait sa propre
 nature  ; cette joie de fete eclate dans le regard cruel de
l’ascete, de l’illumine   contre-nature  . Et enfin, que
restait-il encore a sacrifier ? Ne fallait-il pas sacrifier enfin
tout ce qui consolait, sanctifiait et guerissait, tout espoir,
toute foi en une harmonie cachee ?"
100,76,"Plus tard,
durant l’epoque morale de l’humanite, on sacrifiait a son
dieu ses instincts les plus violents, on lui sacrifiait sa propre
 nature  ; cette joie de fete eclate dans le regard cruel de
l’ascete, de l’illumine   contre-nature  . Et enfin, que
restait-il encore a sacrifier ? Ne fallait-il pas sacrifier enfin
tout ce qui consolait, sanctifiait et guerissait, tout espoir,
toute foi en une harmonie cachee ? Ne fallait-il pas sacrifier
Dieu lui-meme, et, par cruaute vis-a-vis de soi-meme,
adorer la pierre, la betise, la lourdeur, le destin, le neant ?
Sacrifier Dieu au neant  ce mystere paradoxal de la"
101,77,"77
derniere cruaute a ete reserve a notre generation montante,
nous en savons tous deja quelque chose. 
56.
Celui qui, mu par une sorte de desir enigmatique, s’est,
comme moi, longtemps efforce de mediter le pessimisme
jusque dans ses profondeurs, de delivrer celui-ci de son
etroitesse et de sa niaiserie mi-chretienne, mi-allemande,
car c’est sous cet aspect qu’il nous est apparu en dernier
lieu durant ce siecle, je veux dire sous forme de philosophie
schopenhauerienne. Celui qui a veritablement considere une
fois, sous tous ses aspects, avec un il asiatique et
superasiatique la pensee la plus negatrice qu’il y ait au
monde  cette negation de l’univers par dela le bien et le
mal, et non plus, comme chez Bouddha et Schopenhauer,
sous le charme et l’illusion de la morale  celui-la s’est
peut-etre ouvert ainsi les yeux sans le vouloir precisement,
pour l’ideal contraire, pour l’ideal de l’homme le plus
impetueux, le plus vivant, le plus affirmateur qu’il y ait sur
la terre, de l’homme qui n’a pas seulement appris a
s’accommoder de ce qui a ete et de ce qui est, mais qui veut
aussi que le meme etat de choses continue, tel qu’il a ete et
tel qu’il est, et cela pour toute eternite, criant sans cesse
  bis , non seulement pour soi, mais pour la piece tout
entiere, pour tout le spectacle, et non seulement pour un
pareil spectacle, mais au fond pour celui qui a besoin de ce
spectacle et le rend necessaire, parce qu’il a toujours besoin
de lui-meme et qu’il se rend necessaire.  Comment ? Ceci
ne serait-il pas  circulus vitiosus deus ?"
102,78,"78
57.
Avec la force de son regard intellectuel et de sa vision de
lui-meme grandissent la distance et, en quelque sorte,
l’espace qui s’etend autour de l’homme. Le monde devient
alors plus profond, de nouvelles enigmes et de nouvelles
images se presentent a la vue. Peut-etre que tout ce a quoi
l’il de l’esprit a exerce sa sagacite et sa profondeur n’a ete
qu’un pretexte a cet exercice, un jeu et un enfantillage.
Peut-etre, un jour, les idees les plus solennelles, celles qui
ont provoque les plus grandes luttes et les plus grandes
souffrances, les idees de  Dieu , du  peche , n’auront-
elles pour nous pas plus d’importance que les jouets
d’enfant et les chagrins d’enfant aux yeux d’un vieillard. Et
peut-etre le  vieil homme  a-t-il besoin d’un autre jouet
encore et aussi d’un autre chagrin,  se sentant encore
assez enfant, eternellement enfant !
58.
A-t-on observe combien l’oisivete exterieure, ou une
demi-oisivete, est necessaire a la vraie vie religieuse (autant
au microscopique travail favori de l’examen de soi qu’a
cette douce resignation qui s’appelle   priere   et qui est
une attente perpetuelle de la   venue de Dieu ), je veux
dire cette oisivete avec une bonne conscience que l’on
pratique des l’origine et par tradition, non sans un certain
sentiment 
aristocratique 
qui 
insinue 
que 
le 
travail
deshonore, c’est-a-dire qu’il rend le corps 
et 
l’ame
vulgaires  ? A-t-on observe que, par consequent, l’activite
laborieuse des temps modernes, cette activite bruyante et"
103,79,"79
fiere qui utilise betement chaque minute, prepare et dispose,
mieux que tout le reste, a l’incredulite  ? Parmi ceux qui
vivent aujourd’hui, par exemple en Allemagne, a l’ecart de
la religion, il y a des hommes de  libre pensee , d’origines
et d’especes differentes, mais, avant tout, une majorite de
ceux dont l’activite a fait disparaitre, de generation en
generation, les instincts religieux, de sorte qu’ils ne savent
plus du tout a quoi servent les religions et qu’ils
n’enregistrent 
plus 
qu’avec 
une 
sorte 
d’etonnement
apathique leur presence dans le monde. Elles se trouvent
deja bien assez absorbees, ces excellentes personnes, soit
par leurs affaires, soit par leurs plaisirs, pour ne point parler
de la  patrie , de la lecture des journaux et des  devoirs
de famille  . Il parait qu’il ne leur reste plus du tout de
temps pour la religion, encore qu’elles ne se rendent pas
bien compte s’il s’agit la d’une nouvelle affaire ou d’un
nouveau plaisir, car il est impossible, se disent-elles, qu’on
aille a l’eglise, rien que pour se gater la bonne humeur.
Elles ne sont pas ennemies des coutumes religieuses. Si
l’Etat exige, dans certains cas, leur participation a ces
coutumes, elles font ce qui leur est demande, comme on fait
tant d’autres choses,  avec un serieux patient et modeste,
sans beaucoup de curiosite ou de deplaisir. Elles vivent
beaucoup trop a l’ecart et en dehors de tout cela, pour juger
qu’il est necessaire de se prononcer pour ou contre."
104,79,"Elles ne sont pas ennemies des coutumes religieuses. Si
l’Etat exige, dans certains cas, leur participation a ces
coutumes, elles font ce qui leur est demande, comme on fait
tant d’autres choses,  avec un serieux patient et modeste,
sans beaucoup de curiosite ou de deplaisir. Elles vivent
beaucoup trop a l’ecart et en dehors de tout cela, pour juger
qu’il est necessaire de se prononcer pour ou contre. La
plupart 
des 
protestants 
allemands, 
dans 
les 
classes
moyennes, font aujourd’hui partie de ces indifferents, soit
qu’ils vivent dans les centres laborieux, industriels et
commerciaux, soit qu’ils appartiennent au monde des"
105,80,"80
savants et au personnel de l’universite (exception faite des
theologiens, dont l’existence et la possibilite donnent aux
psychologues une enigme de plus en plus difficile a
penetrer). 
Parmi 
les 
hommes 
pieux, 
ou 
simplement
favorables a l’Eglise, on se fait rarement une idee de ce
qu’il faut de bonne volonte, on pourrait dire d’arbitraire,
pour qu’aujourd’hui un savant allemand prenne au serieux
le probleme de la religion ; de par toute sa profession (et,
comme je l’ai indique, de par son activite professionnelle, a
quoi le contraint sa conscience moderne), il incline a une
serenite superieure, presque bienveillante, a l’egard de la
religion, une serenite a laquelle se mele parfois un leger
mepris, a cause de la  malproprete d’esprit  qu’il suppose
partout ou l’on appartient encore a l’Eglise. Ce n’est qu’a
l’aide de l’histoire (donc nullement par son experience
personnelle) que le savant arrive a considerer les religions
avec une gravite respectueuse, a avoir pour elles certains
egards ombrageux. Mais quand meme il aurait eleve son
sentiment pour la religion jusqu’a de la reconnaissance,
personnellement, il ne se serait pas rapproche d’un pas de
ce qui subsiste encore sous le nom d’Eglise ou de piete,
peut-etre, au contraire, s’en serait-il eloigne. L’indifference
pratique a l’egard des choses religieuses, au milieu de
laquelle il naquit, ou il fut eleve, se sublime generalement
chez lui en circonspection et en proprete intellectuelle,
lesquelles craignent le contact avec les hommes et les
choses de la reli gion."
106,80,"Mais quand meme il aurait eleve son
sentiment pour la religion jusqu’a de la reconnaissance,
personnellement, il ne se serait pas rapproche d’un pas de
ce qui subsiste encore sous le nom d’Eglise ou de piete,
peut-etre, au contraire, s’en serait-il eloigne. L’indifference
pratique a l’egard des choses religieuses, au milieu de
laquelle il naquit, ou il fut eleve, se sublime generalement
chez lui en circonspection et en proprete intellectuelle,
lesquelles craignent le contact avec les hommes et les
choses de la reli gion. Et ce peut etre precisement chez lui la
pro fondeur de sa tolerance et de son humanite qui lui fait
eviter le subtil pis-aller que les habitudes de tolerance"
107,81,"81
entrainent avec elles.  Chaque epoque possede son genre
particulier 
de 
naivete 
divine, 
dont 
d’autres 
epoques
pourraient lui envier la decouverte. Et quelle naivete, quelle
naivete venerable, enfantine et maladroite au dela de toutes
les limites il y a dans cette pretention du savant a se croire
superieur, dans cette tolerance avec une bonne conscience,
dans la certitude, simple et imperturbable, avec laquelle son
instinct traite l’homme religieux, comme un type inferieur
et de valeur moindre, qu’il a lui-meme depasse a tous les
points de vue,  lui qui n’est qu’un petit nain pretentieux
et populacier, ouvrier laborieux et applique, dans le
domaine des  idees , des  idees modernes  !
59.
Celui qui a plonge son regard au fond de l’univers devine
tres bien quelle profonde sagesse il y a dans le fait que les
hommes 
sont 
superficiels. 
C’est 
leur 
instinct 
de
conservation qui leur enseigne a etre fugaces, legers et faux.
On 
trouve 
ca 
et 
la 
un 
culte, 
passionne 
et 
plein
d’exageration, pour les   formes pures  , chez les
philosophes comme chez les artistes. Personne ne doutera
que celui qui a ainsi besoin d’un culte de la surface, n’ait
fait quelque experience malheureuse au-dessous de la
surface. Peut-etre y a-t-il meme une sorte de hierarchie
parmi ces enfants qui craignent le feu parce qu’ils se sont
une fois brules, artistes nes qui ne savent jouir de la vie que
lorsqu’ils en faussent l’image (ce qui est une sorte de
vengeance sur la vie). On pourrait connaitre le degre de
degout que leur inspire la vie, par la mesure ou ils"
108,82,"82
voudraient en voir fausser l’image, voir cette image
estompee, eloignee, divinisee. De la sorte, on pourrait
compter les hommes religieux parmi les artistes, comme
leur classe la plus elevee. C’est une crainte ombrageuse et
profonde, la crainte d’un pessimisme incurable, qui force de
longs siecles a se cramponner a une interpretation religieuse
de l’existence, la crainte de cet instinct qui pressent que l’on
pourrait connaitre la verite trop tot, avant que l’homme soit
devenu assez fort, assez dur, assez artiste... La piete, la
 vie en Dieu  ainsi considerees apparaitraient comme la
derniere et la plus subtile creation de la crainte en face de la
verite, comme une adoration et une ivresse d’artiste devant
la plus radicale de toutes les falsifications, la volonte de
renverser la verite, la volonte du non-vrai a tout prix. Peut-
etre n’y eut-il pas jusqu’a present de moyen plus puissant
pour embellir l’homme que la piete. Par la piete, l’homme
peut devenir artifice, surface, jeu des couleurs, bonte, au
point que l’on ne souffre plus de son aspect.
60.
Aimer l’homme pour la grace de Dieu, ce fut jusqu’a
present le sentiment le plus distingue et le plus lointain qui
ait ete realise parmi les hommes. L’amour des hommes sans
arriere-pensee sanctificatrice est une betise de plus, qui tient
de l’animalite. L’amour des hommes n’a recu que grace a
un penchant superieur toute sa mesure, sa subtilite, son
grain de sel, sa parcelle d’ambre. Quel que soit l’homme
qui ait eu le premier le sentiment de tout cela, qui le premier
ait  vecu  tout cela, de quelque facon que sa langue ait"
